message,target
.Please charge my mobile when you get up in morning.,0
Love it! I want to flood that pretty pussy with cum...,0
Cuz ibored. And don wanna study,0
You have 1 new message. Please call 08715205273,1
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0
Pls speak with me. I wont ask anything other then you friendship.,0
Is avatar supposed to have subtoitles,0
i felt so...not any conveying reason.. Ese he... What about me?,0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
Rofl betta invest in some  anti aging products,0
Shall i come to get pickle,0
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0
"Goodnight, sleep well da please take care pa. Please.",0
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0
You tell what happen dont behave like this to me. Ok no need to say,0
I have no idea where you are,0
We'll join the  &lt;#&gt;  bus,0
"Just wondering, the others just took off",0
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,1
Oh:)as usual vijay film or its different?,0
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0
You got job in wipro:)you will get every thing in life in 2 or 3 years.,0
Also hi wesley how've you been,0
Full heat pa:-) i have applyed oil pa.,0
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0
I have to take exam with march 3,0
Okay... We wait ah,0
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
Oh dang! I didn't mean o send that to you! Lol!,0
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0
Okie... Thanx...,0
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0
I'm very happy for you babe ! Woo hoo party on dude!,0
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0
I dont thnk its a wrong calling between us,0
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1
Yo we are watching a movie on netflix,0
Beauty sleep can help ur pimples too.,0
I want to be there so i can kiss you and feel you next to me,0
Near kalainar tv office.thenampet,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0
And you! Will expect you whenever you text! Hope all goes well tomo ,0
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",0
Hey what are you doing. Y no reply pa..,0
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1
PRIVATE! Your 2003 Account Statement for 078,1
"It‘s £6 to get in, is that ok?",0
TELL HER I SAID EAT SHIT.,0
Was playng 9 doors game and gt racing on phone lol,0
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0
Okie,0
:-( that's not v romantic!,0
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
Hi good mornin.. Thanku wish u d same..,0
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0
I dont want to hear anything,0
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0
"Usf I guess, might as well take 1 car",0
Did u got that persons story,0
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0
"Sorry, I can't help you on this.",0
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,0
God bless.get good sleep my dear...i will pray!,0
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
To day class is there are no class.,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
I'm ok. Will do my part tomorrow,0
Does daddy have a bb now.,0
No..jst change tat only..,0
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
Ok no prob...,0
S:)8 min to go for lunch:),0
Waiting for your call.,0
I've got it down to a tea. not sure which flavour,0
Would really appreciate if you call me. Just need someone to talk to.,0
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,1
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1
Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
How long does applebees fucking take,0
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,0
"Sorry, I'll call later in meeting",0
"Sorry, I'll call later",0
"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
I'll text now! All creepy like so he won't think that we forgot,0
Thanx...,0
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0
You should change your fb to jaykwon thuglyfe falconerf,0
"Sorry da thangam, very very sorry i am held up with prasad.",0
"K I'll head out in a few mins, see you there",0
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
They will pick up and drop in car.so no problem..,0
We still on for tonight?,0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0
"whatever, im pretty pissed off.",0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0
Nt yet chikku..simple habba..hw abt u?,0
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
"Nope. Since ayo travelled, he has forgotten his guy",0
"Sorry my roommates took forever, it ok if I come by now?",0
Ok i also wan 2 watch e 9 pm show...,0
"Ok, be careful ! Don't text and drive !",0
I sent them. Do you like?,0
Exactly. Anyways how far. Is jide her to study or just visiting,0
I'm really not up to it still tonight babe,0
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",0
I pocked you up there before,0
I want snow. It's just freezing and windy.,0
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
"I'd say that's a good sign but, well, you know my track record at reading women",0
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",0
"There'll be a minor shindig at my place later tonight, you interested?",0
Please don't text me anymore. I have nothing else to say.,0
i can call in  &lt;#&gt;  min if thats ok,0
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0
Ok.. Ü finishing soon?,0
Lmao. Take a pic and send it to me.,0
Oh ok..,0
Actually i'm waiting for 2 weeks when they start putting ad.,0
